"Username","group2","Reach"
"@acmidwin","Public",127
"@acohen17","Public",487
"@acolavin","Scientists",155
"@acompp","Scientists",29
"@acorvelli","Public",832
"@acottle91680","Public",912
"@acottonphoto","Applied",1784
"@acottonphoto","Media",1784
"@acoughtrie","Scientists",50
"@acpapageorgiou","Scientists",91
"@acpfg","Scientists",908
"@acquinney","Public",2856
"@acrlackey","Scientists",94
"@acrocanthosaur","Public",28
"@acrossthebartv","Scientists",11588
"@acrottini","Scientists",22
"@acrs_2015","Scientists",129
"@acryptozoo","Outreach",44
"@acsank","Scientists",64
"@acsbuzz","Public",1132
"@acschuhbauer","Scientists",101
"@acschuhbauer","Applied",101
"@acscpt","Scientists",409
"@acshoemaker1","Scientists",273
"@acsreactions","Public",3440
"@acsundergrad","Scientists",1186
"@act_wild","Public",7602
"@act4ecojustice","Public",81
"@actadaptation","Public",2045
"@actinolove","Scientists",88
"@action_earth","Media",16803
"@action4asia","Public",527
"@action4conserv","Applied",401
"@action4ifaw","Applied",41093
"@action4ourseas","Scientists",502
"@actionscientist","Scientists",53
"@actisensenews","Public",1093
"@activehistory","Outreach",6417
"@activelifetr","Public",224
"@activewearusa","Public",36654
"@activismisnow","Public",2804
"@activityguide","Public",1735
"@actnewsfeed","Public",85
"@actngcarer","Public",1328533
"@actorsreporter","Media",5549
"@actually_alan","Media",8001
"@actx","Scientists",87
"@acuaabc","Scientists",5
"@acuriousmeerkat","Media",29
"@acweitzner","Public",859
"@acwri","Scientists",3688
"@ad2tucson","Public",1540
"@ada__mz","Scientists",145
"@adaezechikezie","Public",182
"@adainitiative","Public",8442
"@adalt038","Scientists",33
"@adam_b_md","Public",3493
"@adam_casto","Scientists",1301
"@adam_godbold","Public",137
"@adam_hanlon","Media",1180
"@adam_hemsley","Outreach",254
"@adam_in_nyc","Scientists",349
"@adam_natsci","Outreach",149
"@adam_ruben","Scientists",895
"@adam_ruben","Media",895
"@adam_sulkowski","Scientists",1049
"@adam_wynne01","Public",134
"@adamandrus1","Public",71
"@adamatzky","Scientists",309
"@adambandt","Public",70900
"@adambaske","Public",270
"@adambbsrc","Public",46
"@adambrent1","Public",845
"@adambritton","Scientists",421
"@adambutlertv","Media",1651
"@adamccastonguay","Scientists",3
"@adamcmarkham","Applied",1424
"@adamcommentism","Scientists",1457
"@adamcommentism","Media",1457
"@adamconnell14","Public",77
"@adamcorney","Public",38
"@adamcortell","Public",5180
"@adamcostanza","Scientists",55
"@adamcoutts","Scientists",861
"@adamcox17","Media",515
"@adamcrane","Media",1969
"@adamdfoster","Scientists",104
"@adamdingens","Scientists",18
"@adamdpcross","Scientists",330
"@adamemanon","Outreach",554
"@adametz42","Scientists",12
"@adamfox1979","Public",67
"@adamfrank4","Scientists",6817
"@adamfrank4","Media",6817
"@adamfreemanpask","Scientists",1365
"@adamgdunn","Scientists",1616
"@adamgwest","Scientists",39
"@adamhamiltonphd","Scientists",266
"@adamhartscience","Scientists",1724
"@adamhornyak","Public",93409
"@adamhstevens","Scientists",241
"@adamierymenko","Public",262
"@adamjdutton","Scientists",176
"@adamjdutton","Media",176
"@adamjgeorge15","Scientists",78
"@adamjkucharski","Scientists",525
"@adamjtaylor","Scientists",866
"@adamjtonkin","Public",74
"@adamkristensson","Scientists",113
"@adamlhayes","Scientists",8
"@adamlikesthesea","Scientists",320
"@adamlimco","Scientists",44
"@adammaas","Public",295
"@adammcbride20","Public",538
"@adammerberg","Scientists",277
"@adamnewman","Public",117
"@adamnjenkins","Scientists",70
"@adamnyrswede","Public",379
"@adamonzon","Scientists",62053
"@adampreston88","Public",345
"@adampsquid","Public",350
"@adamquek99","Public",13
"@adamreakes","Media",9137
"@adamreddon","Scientists",268
"@adamrpah","Scientists",86
"@adamrutherford","Scientists",23670
"@adams_smart","Scientists",81
"@adamsandreaj","Scientists",57
"@adamscottenv","Public",779
"@adamscottimages","Media",1136
"@adamseward","Scientists",330
"@adamsgubar","Public",29
"@adamspence12","Public",914
"@adamspokes","Public",300
"@adamstuartsmith","Outreach",916
"@adamtaran","Scientists",287
"@adamtgreer","Scientists",225
"@adamthebrasher","Public",64
"@adamthequirky","Scientists",182
"@adamthomasford","Scientists",129
"@adamtreitler","Media",495
"@adamtypo","Public",85
"@adamwelz","Media",1290
"@adamwesterink","Scientists",324
"@adamwferguson","Scientists",272
"@adamwhittle","Public",554
"@adanyluk","Scientists",1113
"@adappergirl","Scientists",31
"@adaptive_plant","Scientists",708
"@adaptor2014","Public",257
"@adaptplus","Public",50
"@adaroptics","Public",1048
"@adarron","Outreach",425
"@adastra45","Public",255
"@adatomy","Public",82
"@adaylate94","Public",151
"@adbeau","Media",723
"@adbergeron","Media",6
"@adbpal","Scientists",35
"@adcpanto2014","Public",100
"@addictd2success","Public",587818
"@addietime","Public",191
"@addisonalan","Public",242
"@addo_pix","Media",204
"@adeburger","Applied",557
"@adecandia93","Scientists",287
"@adee_phelan","Public",54000
"@adehal","Public",153
"@adelaideames","Public",28
"@adelaidegoodeve","Scientists",66
"@adelanteabroad","Scientists",563
"@adelecmj","Scientists",445
"@adelesmithparis","Media",1560
"@adeletaxidermy","Media",4200
"@adelfanti","Media",1007
"@adelina1984","Scientists",54
"@adelinekoh","Scientists",5162
"@ademlujan","Scientists",15
"@adeslat","Public",87
"@adevenney","Scientists",629
"@adevries18","Media",877
"@adewarofscience","Scientists",439
"@adfairbrother","Applied",672
"@adhayward18","Scientists",564
"@adhd_hope","Media",102233
"@adhiambogloria","Media",646
"@adhopiacbc","Media",1209
"@adi87974","Public",150
"@adibarve","Scientists",210
"@adie_too","Public",87
"@adiehughes","Applied",68
"@adiflexs","Media",227
"@adikohler","Media",792
"@adil_bakir","Public",23
"@adiliaglenn","Outreach",8248
"@adilsiyaset","Public",507
"@adinamaya","Scientists",157
"@adipaterson","Scientists",5
"@adipawar","Scientists",704
"@adirondacktnc","Applied",1440
"@adironzach","Public",299
"@adiskide13","Public",786
"@aditipai1","Scientists",201
"@aditisbhaskar","Scientists",31
"@aditisg","Scientists",25
"@adkalmanack","Public",4078
"@adkins_arb","Public",320
"@adlermartini","Public",373
"@adletaw","Scientists",39
"@admiralaitchbar","Public",101
"@admirenepaltrek","Public",386
"@admsheffield","Outreach",182
"@adoptadolphin","Public",1876
"@adoptasloth","Public",4578
"@adorabledian","Public",81
"@adoseger","Public",146
"@adpalma","Scientists",402
"@adpreese","Public",10
"@adrbart","Scientists",87
"@adrg1","Scientists",914
"@adri_buzo","Scientists",116
"@adri_timberlake","Public",149
"@adriaanvds","Public",149
"@adriaenstim","Scientists",122
"@adriaexists","Scientists",266
"@adrian_dodd","Public",1685
"@adrian_jacobo","Scientists",129
"@adrian_p_n","Scientists",289
"@adrian18881","Public",25
"@adriana_chac","Scientists",165
"@adriana_lowe","Scientists",41
"@adrianaaatencio","Public",387
"@adrianabriscoe","Scientists",132
"@adrianarf23","Scientists",171
"@adrianburton_","Scientists",483
"@adrianburton_","Media",483
"@adriancoakley","Media",321
"@adriandthysse","Media",487
"@adriane_lam","Scientists",63
"@adriangevans","Scientists",73
"@adriangleiss","Scientists",133
"@adriankmlai","Scientists",62
"@adrianmcintyre","Outreach",555
"@adriannaq","Public",740
"@adriannie04","Public",60
"@adrianpaulblake","Scientists",275
"@adrianregossanz","Scientists",185
"@adrianshephard","Scientists",835
"@adrianshephard","Applied",835
"@adrianstier","Scientists",304
"@adriatix","Scientists",322
"@adriawildlife","Public",922
"@adrien_taylor","Media",635
"@adriennej92","Public",596
"@adrienrusch","Scientists",171
"@adrift_wanderer","Scientists",32
"@adrisuarezgonz","Scientists",112
"@adruin","Scientists",2028
"@adruin","Applied",2028
"@ads_bio","Applied",44
"@adscleaning","Public",116
"@adsteinbrenner","Scientists",110
"@adtea","Public",699
"@adthorn","Scientists",10
"@adu_88","Public",744
"@adubharti","Scientists",88
"@adujmo","Media",136
"@advance_news_","Public",799
"@advanisahir","Scientists",65
"@advdivingmalta","Public",526
"@advent4change","Media",110
"@adventuregirly","Public",461
"@adventureguide_","Public",3340
"@adventurehollow","Public",362
"@adventuremomo","Public",813
"@adventurepics_","Public",136150
"@adventurequestx","Public",223
"@adventureramble","Public",25
"@adventuresbla","Public",402
"@adventuresocal","Media",29299
"@adventureuncvrd","Public",2579
"@advicepig","Public",480
"@advisor_bw","Scientists",99
"@advodev","Applied",517
"@adyouq","Scientists",36
"@adzebill","Outreach",1858
"@ae_rivers","Media",266
"@ae_schmidty","Scientists",134
"@ae_stories","Public",25
"@aearnshaw","Public",640
"@aeberardi","Scientists",66
"@aebowkett","Scientists",94
"@aebraswell","Scientists",94
"@aecahill","Scientists",78
"@aederocher","Scientists",412
"@aeesprofs","Scientists",91
"@aefisher80","Scientists",81
"@aefrieden","Scientists",300
"@aegolius14","Scientists",22
"@aehap2","Scientists",207
"@aeharkess","Scientists",223
"@aehpublications","Media",98
"@aeinsteincn","Scientists",2423
"@aekland","Public",319
"@aelawild","Scientists",107
"@aelesj","Public",135
"@aelroy","Scientists",4813
"@aemarcy","Scientists",236
"@aemarling","Media",13222
"@aemauz","Scientists",129
"@aemcdonaldwlu","Scientists",52
"@aemgartmann","Public",1380
"@aemonten","Scientists",2548
"@aemvs_uprh","Public",85
"@aendeavour15","Public",877
"@aenz_aut","Scientists",105
"@aeon_flux","Public",275
"@aeonmag","Media",57670
"@aeplaza","Scientists",35
"@aepsociety","Scientists",162
"@aequinlan","Scientists",276
"@aerial_thermal","Public",256
"@aerich","Media",3635
"@aerikm","Scientists",307
"@aerin_j","Scientists",1419
"@aero_eco","Scientists",220
"@aeroevo","Scientists",924
"@aerosoldevices","Public",55
"@aerospacenews","Public",664
"@aerotropeltd","Public",100
"@aerpower","Scientists",329
"@aerpower","Media",329
"@aeserocks","Scientists",840
"@aeseurope","Public",527
"@aesopsanthro","Scientists",597
"@aessnews","Scientists",926
"@aestheticcbus","Public",277
"@aesundstrom","Scientists",109
"@aesutz","Scientists",672
"@aethermonkey","Media",98
"@aethic","Public",312
"@aetiology","Scientists",8845
"@aewetzler","Applied",356
"@aewright","Public",2987
"@aezammit","Scientists",26
"@afacepalmer","Public",1
"@afaircoop","Scientists",6789
"@afaircoop","Media",6789
"@afallingbomb","Scientists",200
"@afalth","Public",18300
"@afbr","Scientists",2576
"@afburri","Public",260
"@afcmark1","Public",436
"@afcoory","Scientists",3419
"@afcoory","Media",3419
"@afdubya1","Public",263
"@afeastwood","Outreach",410
"@afemalesopinion","Applied",13944
"@afeministlife","Media",184
"@aferrari7","Public",311
"@afewbugs","Scientists",1700
"@affectcheck","Scientists",236
"@affectingchange","Public",2660
"@affilipe1","Scientists",68
"@affinityplym","Scientists",851
"@affordcollege22","Applied",255
"@afilly","Public",45
"@afishnamedmeg","Outreach",139
"@afiston","Scientists",118
"@afjohansson","Scientists",296
"@afjordii","Public",386
"@aflanna","Scientists",11
"@afmalhotra","Media",4992
"@afonature","Scientists",2517
"@aforkintheriver","Scientists",69
"@aforre","Scientists",129
"@afprobert","Scientists",64
"@afragi","Public",2892
"@aframe76","Media",402
"@afrastea","Public",430
"@afreedma","Media",10822
"@afremovart","Public",153603
"@afri_isaaa","Public",1690
"@africa_adventur","Public",128
"@africa_vi","Public",323
"@africacries","Applied",640
"@africacries","Media",640
"@africaeconews1","Public",812
"@africagoldencat","Scientists",624
"@africagoldrush","Scientists",316
"@africam","Public",12586
"@africancichlidb","Public",313
"@africanconsexp","Public",1202
"@africancranes","Applied",262
"@africanebola","Public",27
"@africanhorses","Media",144
"@africanrhythm","Public",158
"@africanrnv","Media",8366
"@africansafari_","Applied",438
"@africaproverbss","Public",25922
"@africasoils","Public",398
"@afrifarmergame","Public",404
"@afrioceans2","Public",509
"@afriscience","Public",3014
"@afrittspenniman","Scientists",56
"@afrofriend","Media",1272
"@afs_bcstudents","Scientists",79
"@afs_oc_gta","Scientists",126
"@afs_oc_su","Scientists",399
"@afs_oc_swon","Media",134
"@afs8science","Outreach",309
"@afsafrica","Applied",728
"@afsuw","Scientists",271
"@aftabkhanzada","Scientists",475
"@afterdarklauren","Scientists",181
"@aftnsoj","Scientists",134
"@aftonhalloran","Scientists",462
"@afunstar","Public",26
"@ag_evobio","Scientists",74
"@ag_niall","Scientists",76
"@ag4impact","Public",14882
"@agabasaurusrex","Public",24
"@agadeblaise","Public",201
"@agapow","Scientists",403
"@agataboxe","Media",524
"@agatastaniewicz","Scientists",15
"@agataw3","Public",81
"@agathajassem","Scientists",498
"@agatita31","Public",211
"@agauffret","Scientists",145
"@agchat","Public",54701
"@agd","Scientists",174
"@agdelv","Scientists",131
"@agdiabiofords","Scientists",360
"@ageekmom","Scientists",11304
"@ageekmom","Media",11304
"@agentbrasidas","Public",480
"@agentclarke001","Public",66
"@agentdeclan","Scientists",1185
"@agentnegotiator","Public",353
"@agentsjda","Public",2251
"@ageofauna","Public",236
"@ageologicas","Media",693
"@agerwitz1","Public",15
"@agevogenomes","Scientists",56
"@agextensionist","Scientists",176
"@aggieabu","Scientists",66
"@aggiedes","Outreach",59
"@aggierothon","Media",115
"@aggrabowski","Media",344
"@aggwarrior","Public",63
"@aghaynes","Public",64
"@agi_updates","Applied",3310
"@agi0917","Scientists",292
"@agibicocona","Public",135
"@agilentchem","Public",6075
"@agilentgenomics","Public",1393
"@agingroy","Scientists",1192
"@agiusleigh","Public",620
"@agjohnss","Public",7
"@agk5081","Public",78
"@agladics","Scientists",158
"@agmarcassa","Scientists",154
"@agmcarthur","Scientists",275
"@agmracing","Outreach",348
"@agnemmi","Scientists",51
"@agnesleport","Scientists",60
"@agnihotritanya","Public",62
"@agniva","Scientists",69
"@agomeara","Media",248
"@agonzalezlab","Scientists",27
"@agonzalezvoyer","Scientists",54
"@agora101","Public",472
"@agoremix","Scientists",3
"@agostinhoandy","Scientists",289
"@agrabilitywi","Public",413
"@agreencleveland","Public",15590
"@agreensteam","Public",928
"@agresearchnews","Public",2078
"@agresivebuddist","Public",75
"@agricatherine","Public",570
"@agrichain","Media",110
"@agricwill","Public",31
"@agrifac","Public",3364
"@agrifacukltd","Public",3888
"@agrifoodatp","Public",630
"@agrinsted","Scientists",823
"@agriplantsoil","Media",479
"@agrirs","Public",984
"@agritechwater","Scientists",200
"@agroatwood","Scientists",31
"@agrobiodiverse","Media",6156
"@agroecolnz","Scientists",43
"@agrogur","Public",4
"@agroisolabuk","Public",679
"@agronomist_tim","Public",1127
"@agronomyukraine","Public",5191
"@agrostemma","Public",49
"@agrowley","Scientists",155
"@agscitoday","Media",400
"@agtreeservice","Public",302
"@agu_eos","Media",1257
"@agu_geospace","Media",541
"@agubiogeo","Scientists",590
"@aguilart_ca","Scientists",18
"@aguirremari","Scientists",52
"@agullen","Scientists",49
"@aguribfakim","Scientists",858
"@aguscipolicy","Applied",6167
"@aguscipolicy","Media",6167
"@agusrosales17","Public",566
"@agville","Media",10074
"@agw_prof","Applied",3477
"@agyola","Public",45
"@ah_cue","Scientists",145
"@ahaglington","Media",2210
"@ahalvers","Media",1130
"@ahamdi5","Scientists",438
"@aharhon","Scientists",111
"@aharsanyi","Scientists",185
"@ahartbrighton","Public",122
"@ahayn17","Public",92
"@ahdb01","Public",1872
"@ahernecology","Scientists",95
"@aheydlauff","Public",614
"@aheyland","Scientists",92
"@ahh_biz","Public",325
"@ahhrenner","Public",638
"@ahicken07","Scientists",338
"@ahillelt","Public",306
"@ahimsaintl","Applied",158
"@ahkorstjens","Scientists",288
"@ahlir42","Public",6
"@ahliski","Scientists",98
"@ahlstromhanna","Scientists",135
"@ahmadaaag","Media",49368
"@ahmadoueu","Scientists",154
"@ahmadzaheer","Scientists",217
"@ahmed_87_asd","Public",1059
"@ahmed_kz","Scientists",244
"@ahmedhelfazary","Scientists",48
"@ahmedkadar1","Public",2350
"@ahmedmoustafa","Scientists",639
"@ahmedtoslim","Scientists",178
"@ahmedunl","Scientists",350
"@ahmetdenizisler","Public",103
"@ahmo23","Media",74
"@aho_pink","Public",68
"@ahoybecks","Scientists",523
"@ahrcsciculture","Media",2116
"@ahsleygomes","Public",465
"@ahsumpahsum","Scientists",6
"@ahugheswriter","Media",1254
"@ahunterphotos","Media",1108
"@ahuntressana","Media",45
"@aia_resilience","Public",265
"@aibs_policy","Applied",426
"@aibsbiology","Outreach",575
"@aidaivars","Public",2894
"@aidan_m_keith","Scientists",134
"@aidanblocker","Public",47
"@aidanbudd","Public",708
"@aidanjodonnell","Scientists",32
"@aidannolanmusic","Scientists",22962
"@aidansimone","Public",108
"@aidanweatherill","Public",240
"@aidaorg","Applied",2214
"@aide_macias","Scientists",226
"@aideenclare","Scientists",23
"@aidhunter","Public",229
"@aidingtweets","Applied",61
"@aidinniamir","Scientists",132
"@aidinniamir","Applied",132
"@aigasnaturedays","Public",115
"@aigconservation","Public",595
"@aihardin","Scientists",193
"@aijazah32301554","Scientists",15
"@aikey","Scientists",454
"@aiki14","Applied",6266
"@ailecphoto","Media",922
"@ailecsitruc","Public",137
"@ailie_robinson","Media",115
"@ailsasachdev","Public",707
"@aim_1302","Scientists",824
"@aimee_houde","Scientists",64
"@aimee12435","Public",161
"@aimee806","Public",61
"@aimeeclassen","Scientists",659
"@aimeerita","Public",254
"@aimeliabodelia","Public",62
"@aimerankin","Scientists",29
"@aimesfae","Scientists",32
"@aimierobinson6","Scientists",95
"@aimiintardis","Public",12
"@aimlessmoments","Media",5266
"@aimmportugal","Public",96
"@aimn_darji","Public",338
